adoption_id,customer_id,feature_id,date_id,adoption_date,activation_date,activation_lag_days,acquisition_channel,is_activated,days_to_first_transaction
ADO016883,CUST04642,FEAT003,20220605,2022-06-05,2022-06-26,21,Push Notification,0,
ADO016884,CUST01998,FEAT003,20230205,2023-02-05,2023-02-09,4,In-App Banner,1,9.0
ADO016885,CUST04773,FEAT008,20220814,2022-08-14,2022-08-18,4,Email,1,58.0
ADO016886,CUST00911,FEAT001,20220622,2022-06-22,2022-07-14,22,In-App Banner,1,18.0
ADO016887,CUST04702,FEAT003,20220421,2022-04-21,2022-04-25,4,Push Notification,1,50.0
ADO016888,CUST04185,FEAT005,20220805,2022-08-05,2022-08-05,0,Push Notification,1,41.0
ADO016889,CUST00218,FEAT004,20230314,2023-03-14,2023-03-19,5,Push Notification,1,55.0
ADO016890,CUST01958,FEAT001,20230629,2023-06-29,2023-07-02,3,In-App Banner,1,32.0
ADO016891,CUST04198,FEAT001,20220805,2022-08-05,2022-09-03,29,Referral,0,49.0
ADO016892,CUST02983,FEAT003,20220429,2022-04-29,2022-05-12,13,In-App Banner,1,24.0
ADO016893,CUST04044,FEAT005,20230406,2023-04-06,2023-04-18,12,In-App Banner,1,21.0
ADO016894,CUST01003,FEAT002,20230810,2023-08-10,2023-08-23,13,Organic,1,20.0
ADO016895,CUST00778,FEAT006,20230429,2023-04-29,2023-05-03,4,Referral,1,13.0
ADO016896,CUST01943,FEAT007,20220822,2022-08-22,2022-09-21,30,Referral,0,48.0
ADO016897,CUST02673,FEAT004,20230802,2023-08-02,2023-08-05,3,Organic,0,44.0
ADO016898,CUST02026,FEAT007,20221227,2022-12-27,2023-01-09,13,Push Notification,1,
ADO016899,CUST01125,FEAT001,20221115,2022-11-15,2022-11-26,11,In-App Banner,1,50.0
ADO016900,CUST00181,FEAT003,20221007,2022-10-07,2022-10-29,22,Push Notification,1,1.0
ADO016901,CUST00230,FEAT001,20230812,2023-08-12,2023-08-20,8,Referral,1,43.0
ADO016902,CUST00849,FEAT004,20220930,2022-09-30,2022-10-25,25,In-App Banner,0,1.0
ADO016903,CUST03516,FEAT007,20230718,2023-07-18,2023-07-23,5,In-App Banner,0,17.0
ADO016904,CUST04357,FEAT001,20230706,2023-07-06,2023-07-11,5,Push Notification,1,34.0
ADO016905,CUST04393,FEAT006,20220512,2022-05-12,2022-05-21,9,In-App Banner,0,50.0
ADO016906,CUST03164,FEAT004,20230715,2023-07-15,2023-07-20,5,In-App Banner,1,17.0
ADO016907,CUST00793,FEAT001,20230214,2023-02-14,2023-02-20,6,Email,1,
ADO016908,CUST03076,FEAT002,20220514,2022-05-14,2022-06-02,19,In-App Banner,1,8.0
ADO016909,CUST04000,FEAT005,20220105,2022-01-05,2022-01-11,6,Referral,1,
ADO016910,CUST03534,FEAT002,20221019,2022-10-19,2022-11-08,20,Email,0,
ADO016911,CUST01331,FEAT002,20220811,2022-08-11,2022-09-08,28,In-App Banner,1,43.0
ADO016912,CUST01140,FEAT001,20220522,2022-05-22,2022-05-30,8,Email,1,11.0
ADO016913,CUST03711,FEAT002,20230724,2023-07-24,2023-08-16,23,Push Notification,1,19.0
ADO016914,CUST03218,FEAT006,20230609,2023-06-09,2023-07-02,23,In-App Banner,1,29.0
ADO016915,CUST02789,FEAT004,20220915,2022-09-15,2022-09-18,3,In-App Banner,1,29.0
ADO016916,CUST02406,FEAT004,20221217,2022-12-17,2022-12-21,4,Email,1,27.0
ADO016917,CUST02845,FEAT006,20220108,2022-01-08,2022-01-16,8,Push Notification,1,
ADO016918,CUST03815,FEAT002,20221017,2022-10-17,2022-11-08,22,In-App Banner,1,
ADO016919,CUST03628,FEAT008,20230311,2023-03-11,2023-03-20,9,Organic,1,12.0
ADO016920,CUST02203,FEAT004,20220321,2022-03-21,2022-03-21,0,Email,1,57.0
ADO016921,CUST03754,FEAT005,20221103,2022-11-03,2022-11-24,21,Email,1,3.0
ADO016922,CUST01496,FEAT002,20221225,2022-12-25,2022-12-31,6,Referral,1,35.0
ADO016923,CUST01447,FEAT002,20230816,2023-08-16,2023-08-23,7,In-App Banner,1,57.0
ADO016924,CUST02449,FEAT007,20221003,2022-10-03,2022-10-24,21,Referral,1,22.0
ADO016925,CUST04405,FEAT006,20220826,2022-08-26,2022-09-03,8,In-App Banner,1,33.0
ADO016926,CUST04725,FEAT001,20230113,2023-01-13,2023-01-23,10,Email,1,
ADO016927,CUST00043,FEAT001,20230718,2023-07-18,2023-08-07,20,Push Notification,1,32.0
ADO016928,CUST03683,FEAT005,20230510,2023-05-10,2023-05-20,10,Email,1,49.0
ADO016929,CUST04048,FEAT006,20220520,2022-05-20,2022-06-11,22,Email,1,
ADO016930,CUST04455,FEAT008,20220504,2022-05-04,2022-05-27,23,Referral,1,27.0
ADO016931,CUST00227,FEAT002,20230315,2023-03-15,2023-03-28,13,In-App Banner,0,13.0
ADO016932,CUST01458,FEAT003,20221221,2022-12-21,2023-01-15,25,Organic,1,43.0
ADO016933,CUST00849,FEAT002,20230316,2023-03-16,2023-04-15,30,Push Notification,1,45.0
ADO016934,CUST01534,FEAT002,20220127,2022-01-27,2022-02-05,9,Email,0,32.0
ADO016935,CUST01599,FEAT007,20230405,2023-04-05,2023-04-19,14,In-App Banner,0,
ADO016936,CUST01024,FEAT002,20220923,2022-09-23,2022-10-12,19,Push Notification,1,46.0
ADO016937,CUST02337,FEAT003,20230716,2023-07-16,2023-08-14,29,Email,1,2.0
ADO016938,CUST03899,FEAT002,20220618,2022-06-18,2022-06-27,9,Email,0,24.0
ADO016939,CUST04244,FEAT005,20220914,2022-09-14,2022-10-02,18,Push Notification,1,43.0
ADO016940,CUST03520,FEAT002,20220430,2022-04-30,2022-05-11,11,Email,1,60.0
ADO016941,CUST01409,FEAT003,20230616,2023-06-16,2023-07-13,27,In-App Banner,1,10.0
ADO016942,CUST01948,FEAT006,20220106,2022-01-06,2022-01-16,10,Push Notification,1,4.0
ADO016943,CUST03482,FEAT003,20230717,2023-07-17,2023-07-21,4,In-App Banner,1,1.0
ADO016944,CUST04866,FEAT002,20230529,2023-05-29,2023-06-14,16,Push Notification,1,57.0
ADO016945,CUST01495,FEAT001,20220625,2022-06-25,2022-06-26,1,Email,1,20.0
ADO016946,CUST02920,FEAT004,20220701,2022-07-01,2022-07-21,20,Referral,1,45.0
ADO016947,CUST00033,FEAT002,20221008,2022-10-08,2022-11-01,24,In-App Banner,1,56.0
ADO016948,CUST01182,FEAT004,20220720,2022-07-20,2022-08-09,20,Referral,1,34.0
ADO016949,CUST02831,FEAT004,20220923,2022-09-23,2022-10-08,15,In-App Banner,1,52.0
ADO016950,CUST01734,FEAT006,20220220,2022-02-20,2022-03-15,23,Organic,1,57.0
ADO016951,CUST00712,FEAT003,20220124,2022-01-24,2022-01-24,0,Referral,1,22.0
ADO016952,CUST01388,FEAT002,20230506,2023-05-06,2023-05-25,19,Push Notification,1,12.0
ADO016953,CUST01116,FEAT008,20230105,2023-01-05,2023-01-31,26,In-App Banner,0,
ADO016954,CUST04305,FEAT005,20220911,2022-09-11,2022-09-21,10,Push Notification,1,
ADO016955,CUST02054,FEAT002,20220805,2022-08-05,2022-08-10,5,Referral,1,
ADO016956,CUST03533,FEAT006,20220204,2022-02-04,2022-02-11,7,In-App Banner,1,
ADO016957,CUST01460,FEAT003,20220624,2022-06-24,2022-07-03,9,Push Notification,1,53.0
ADO016958,CUST00403,FEAT002,20230719,2023-07-19,2023-07-19,0,Referral,1,27.0
ADO016959,CUST03833,FEAT005,20230430,2023-04-30,2023-05-20,20,Email,1,28.0
ADO016960,CUST00264,FEAT002,20220113,2022-01-13,2022-01-20,7,Email,0,43.0
ADO016961,CUST03942,FEAT008,20230701,2023-07-01,2023-07-04,3,In-App Banner,1,49.0
ADO016962,CUST04020,FEAT001,20220419,2022-04-19,2022-05-14,25,Email,1,30.0
ADO016963,CUST02844,FEAT003,20220220,2022-02-20,2022-03-20,28,Organic,1,35.0
ADO016964,CUST04441,FEAT001,20221202,2022-12-02,2022-12-06,4,Referral,1,
ADO016965,CUST00111,FEAT005,20230603,2023-06-03,2023-06-19,16,Organic,1,2.0
ADO016966,CUST04605,FEAT005,20230823,2023-08-23,2023-09-03,11,Referral,1,3.0
ADO016967,CUST00960,FEAT007,20230102,2023-01-02,2023-01-04,2,Email,1,44.0
ADO016968,CUST00177,FEAT004,20230810,2023-08-10,2023-08-28,18,In-App Banner,1,57.0
ADO016969,CUST02374,FEAT005,20230815,2023-08-15,2023-08-23,8,In-App Banner,1,59.0
ADO016970,CUST00901,FEAT002,20230118,2023-01-18,2023-02-05,18,Push Notification,1,14.0
ADO016971,CUST04103,FEAT002,20230516,2023-05-16,2023-05-23,7,In-App Banner,1,38.0
ADO016972,CUST00176,FEAT002,20220419,2022-04-19,2022-04-23,4,Referral,1,31.0
ADO016973,CUST04718,FEAT005,20230313,2023-03-13,2023-03-29,16,In-App Banner,0,37.0
ADO016974,CUST01879,FEAT008,20220519,2022-05-19,2022-06-06,18,Email,1,28.0
ADO016975,CUST04432,FEAT003,20230313,2023-03-13,2023-04-02,20,Referral,1,6.0
ADO016976,CUST04017,FEAT002,20220318,2022-03-18,2022-03-28,10,Email,1,
ADO016977,CUST01509,FEAT004,20230804,2023-08-04,2023-08-26,22,In-App Banner,1,60.0
ADO016978,CUST02655,FEAT005,20230512,2023-05-12,2023-05-14,2,Referral,1,
ADO016979,CUST00365,FEAT002,20230424,2023-04-24,2023-04-26,2,Organic,0,41.0
ADO016980,CUST03003,FEAT004,20220713,2022-07-13,2022-07-20,7,In-App Banner,0,23.0
ADO016981,CUST03291,FEAT002,20220817,2022-08-17,2022-09-14,28,Email,1,26.0
ADO016982,CUST02862,FEAT004,20220602,2022-06-02,2022-06-05,3,In-App Banner,0,56.0
ADO016983,CUST01655,FEAT005,20220930,2022-09-30,2022-09-30,0,Email,1,
ADO016984,CUST02773,FEAT004,20220330,2022-03-30,2022-04-10,11,In-App Banner,0,1.0
ADO016985,CUST02626,FEAT004,20230630,2023-06-30,2023-07-30,30,Referral,1,12.0
ADO016986,CUST04451,FEAT001,20230321,2023-03-21,2023-04-03,13,Push Notification,1,59.0
ADO016987,CUST00903,FEAT003,20221006,2022-10-06,2022-10-27,21,Email,0,42.0
ADO016988,CUST01813,FEAT002,20230709,2023-07-09,2023-07-23,14,Push Notification,1,57.0
ADO016989,CUST00463,FEAT004,20230120,2023-01-20,2023-01-23,3,Referral,1,34.0
ADO016990,CUST02809,FEAT003,20221108,2022-11-08,2022-11-12,4,In-App Banner,0,49.0
ADO016991,CUST00950,FEAT003,20220426,2022-04-26,2022-05-23,27,In-App Banner,1,38.0
ADO016992,CUST04276,FEAT007,20230528,2023-05-28,2023-06-16,19,Referral,1,10.0
ADO016993,CUST04894,FEAT005,20220428,2022-04-28,2022-05-17,19,Push Notification,1,43.0
ADO016994,CUST01212,FEAT005,20230131,2023-01-31,2023-02-10,10,Email,1,10.0
ADO016995,CUST04757,FEAT003,20221210,2022-12-10,2022-12-13,3,Push Notification,1,5.0
ADO016996,CUST03899,FEAT004,20220730,2022-07-30,2022-08-06,7,Organic,1,46.0
ADO016997,CUST02503,FEAT007,20230716,2023-07-16,2023-07-19,3,In-App Banner,1,13.0
ADO016998,CUST02283,FEAT003,20220817,2022-08-17,2022-08-19,2,Organic,0,44.0
ADO016999,CUST00761,FEAT007,20230804,2023-08-04,2023-08-21,17,Referral,1,4.0
ADO017000,CUST00476,FEAT001,20220430,2022-04-30,2022-05-26,26,Referral,1,10.0
ADO017001,CUST01485,FEAT008,20221008,2022-10-08,2022-11-03,26,Push Notification,1,26.0
ADO017002,CUST02224,FEAT004,20220829,2022-08-29,2022-09-03,5,Email,1,36.0
ADO017003,CUST03150,FEAT007,20221222,2022-12-22,2023-01-15,24,In-App Banner,1,38.0
ADO017004,CUST04658,FEAT007,20221118,2022-11-18,2022-11-20,2,In-App Banner,1,50.0
ADO017005,CUST04210,FEAT004,20230529,2023-05-29,2023-06-01,3,Referral,1,14.0
ADO017006,CUST04746,FEAT003,20230514,2023-05-14,2023-05-30,16,In-App Banner,1,45.0
ADO017007,CUST04900,FEAT008,20220426,2022-04-26,2022-05-07,11,Push Notification,1,3.0
ADO017008,CUST02335,FEAT004,20220902,2022-09-02,2022-09-14,12,In-App Banner,0,3.0
ADO017009,CUST04745,FEAT004,20230726,2023-07-26,2023-08-23,28,Organic,1,20.0
ADO017010,CUST00335,FEAT003,20220807,2022-08-07,2022-08-15,8,Push Notification,1,33.0
ADO017011,CUST04374,FEAT001,20220729,2022-07-29,2022-07-29,0,Push Notification,1,20.0
ADO017012,CUST02235,FEAT004,20220220,2022-02-20,2022-03-08,16,In-App Banner,1,23.0
ADO017013,CUST00570,FEAT002,20220204,2022-02-04,2022-03-06,30,Email,1,42.0
ADO017014,CUST00048,FEAT003,20230303,2023-03-03,2023-03-21,18,Push Notification,1,58.0
ADO017015,CUST02670,FEAT007,20230215,2023-02-15,2023-03-06,19,Referral,0,56.0
ADO017016,CUST00766,FEAT002,20230703,2023-07-03,2023-07-25,22,Email,1,24.0
ADO017017,CUST01542,FEAT006,20220715,2022-07-15,2022-07-17,2,Push Notification,1,6.0
ADO017018,CUST04826,FEAT002,20220622,2022-06-22,2022-07-04,12,Email,1,57.0
ADO017019,CUST01947,FEAT001,20220219,2022-02-19,2022-03-05,14,Push Notification,1,
ADO017020,CUST02759,FEAT004,20230801,2023-08-01,2023-08-27,26,In-App Banner,1,22.0
ADO017021,CUST04708,FEAT002,20230804,2023-08-04,2023-08-04,0,Email,1,8.0
ADO017022,CUST03528,FEAT002,20221012,2022-10-12,2022-10-12,0,Referral,1,59.0
ADO017023,CUST00494,FEAT004,20230120,2023-01-20,2023-02-03,14,Push Notification,1,34.0
ADO017024,CUST00803,FEAT005,20220119,2022-01-19,2022-02-13,25,Push Notification,1,50.0
ADO017025,CUST04959,FEAT003,20220616,2022-06-16,2022-07-12,26,In-App Banner,0,
ADO017026,CUST00209,FEAT007,20230708,2023-07-08,2023-07-20,12,In-App Banner,1,
ADO017027,CUST04745,FEAT002,20221006,2022-10-06,2022-10-17,11,In-App Banner,1,17.0
ADO017028,CUST00698,FEAT002,20230622,2023-06-22,2023-07-03,11,Referral,1,43.0
ADO017029,CUST03156,FEAT005,20221207,2022-12-07,2022-12-15,8,Push Notification,1,47.0
ADO017030,CUST03787,FEAT003,20230607,2023-06-07,2023-06-10,3,Push Notification,1,46.0
ADO017031,CUST01211,FEAT005,20230225,2023-02-25,2023-03-13,16,In-App Banner,1,
ADO017032,CUST04492,FEAT004,20230611,2023-06-11,2023-07-04,23,Push Notification,0,24.0
ADO017033,CUST01018,FEAT008,20220108,2022-01-08,2022-01-23,15,Email,1,
ADO017034,CUST04571,FEAT006,20230120,2023-01-20,2023-02-11,22,Email,1,
ADO017035,CUST01953,FEAT002,20220630,2022-06-30,2022-07-01,1,Push Notification,0,14.0
ADO017036,CUST00663,FEAT006,20230421,2023-04-21,2023-04-22,1,In-App Banner,1,45.0
ADO017037,CUST01786,FEAT007,20220124,2022-01-24,2022-02-08,15,Email,0,41.0
ADO017038,CUST00989,FEAT003,20230421,2023-04-21,2023-05-14,23,Push Notification,1,57.0
ADO017039,CUST03472,FEAT006,20220512,2022-05-12,2022-05-19,7,In-App Banner,0,42.0
ADO017040,CUST02680,FEAT003,20221210,2022-12-10,2023-01-08,29,Organic,1,49.0
ADO017041,CUST04351,FEAT001,20230712,2023-07-12,2023-07-15,3,Referral,1,
ADO017042,CUST00696,FEAT002,20220430,2022-04-30,2022-05-05,5,Push Notification,1,
ADO017043,CUST03430,FEAT006,20220411,2022-04-11,2022-05-09,28,Push Notification,0,53.0
ADO017044,CUST02971,FEAT003,20220408,2022-04-08,2022-04-25,17,Email,1,48.0
ADO017045,CUST00242,FEAT004,20230406,2023-04-06,2023-04-22,16,In-App Banner,1,
ADO017046,CUST02180,FEAT002,20221115,2022-11-15,2022-11-19,4,Push Notification,0,
ADO017047,CUST03562,FEAT001,20220120,2022-01-20,2022-01-21,1,Email,1,1.0
ADO017048,CUST03370,FEAT003,20221120,2022-11-20,2022-12-05,15,Email,1,6.0
ADO017049,CUST01505,FEAT003,20221213,2022-12-13,2022-12-21,8,Email,1,4.0
ADO017050,CUST02868,FEAT003,20230713,2023-07-13,2023-07-22,9,Referral,1,16.0
ADO017051,CUST00719,FEAT004,20230205,2023-02-05,2023-02-07,2,Referral,1,
ADO017052,CUST04700,FEAT003,20220119,2022-01-19,2022-02-15,27,Push Notification,1,17.0
ADO017053,CUST00230,FEAT002,20220122,2022-01-22,2022-02-01,10,In-App Banner,1,5.0
ADO017054,CUST01393,FEAT006,20230119,2023-01-19,2023-01-23,4,Push Notification,1,9.0
ADO017055,CUST00898,FEAT001,20230308,2023-03-08,2023-03-19,11,Push Notification,1,54.0
ADO017056,CUST02017,FEAT003,20230719,2023-07-19,2023-08-16,28,Referral,1,24.0
ADO017057,CUST04769,FEAT001,20220219,2022-02-19,2022-03-05,14,In-App Banner,0,31.0
ADO017058,CUST03198,FEAT007,20230216,2023-02-16,2023-03-03,15,Referral,1,52.0
ADO017059,CUST02922,FEAT005,20220605,2022-06-05,2022-07-02,27,In-App Banner,0,39.0
ADO017060,CUST00116,FEAT005,20220904,2022-09-04,2022-09-07,3,In-App Banner,1,13.0
ADO017061,CUST02628,FEAT006,20230508,2023-05-08,2023-05-26,18,In-App Banner,0,33.0
ADO017062,CUST04864,FEAT006,20230521,2023-05-21,2023-05-21,0,Push Notification,0,51.0
ADO017063,CUST00840,FEAT003,20220515,2022-05-15,2022-05-23,8,Push Notification,0,59.0
ADO017064,CUST03021,FEAT001,20220301,2022-03-01,2022-03-26,25,In-App Banner,1,6.0
ADO017065,CUST01916,FEAT005,20230323,2023-03-23,2023-03-30,7,In-App Banner,1,27.0
ADO017066,CUST02682,FEAT005,20220213,2022-02-13,2022-03-06,21,Email,1,22.0
ADO017067,CUST03454,FEAT002,20230608,2023-06-08,2023-06-09,1,Push Notification,1,21.0
ADO017068,CUST00844,FEAT002,20230806,2023-08-06,2023-08-10,4,Referral,1,21.0
ADO017069,CUST00982,FEAT005,20230305,2023-03-05,2023-03-18,13,Email,0,23.0
ADO017070,CUST04975,FEAT005,20220823,2022-08-23,2022-09-03,11,Email,1,58.0
ADO017071,CUST01477,FEAT004,20230306,2023-03-06,2023-03-06,0,Push Notification,1,52.0
ADO017072,CUST03666,FEAT002,20220627,2022-06-27,2022-07-24,27,Push Notification,1,7.0
ADO017073,CUST02751,FEAT001,20230602,2023-06-02,2023-06-04,2,Referral,1,17.0
ADO017074,CUST01042,FEAT007,20230322,2023-03-22,2023-03-25,3,Push Notification,1,59.0
ADO017075,CUST01556,FEAT004,20221210,2022-12-10,2022-12-30,20,Push Notification,1,18.0
ADO017076,CUST03707,FEAT008,20220106,2022-01-06,2022-01-08,2,Email,1,
ADO017077,CUST04513,FEAT002,20220512,2022-05-12,2022-05-18,6,In-App Banner,0,51.0
ADO017078,CUST01657,FEAT005,20220516,2022-05-16,2022-06-05,20,Referral,0,32.0
ADO017079,CUST01361,FEAT004,20221129,2022-11-29,2022-12-26,27,In-App Banner,1,10.0
ADO017080,CUST01825,FEAT002,20220214,2022-02-14,2022-02-22,8,Email,1,
ADO017081,CUST03859,FEAT001,20221113,2022-11-13,2022-11-13,0,Push Notification,0,5.0
ADO017082,CUST04461,FEAT001,20230117,2023-01-17,2023-01-24,7,In-App Banner,1,53.0
ADO017083,CUST01905,FEAT005,20220426,2022-04-26,2022-05-20,24,Referral,1,52.0
ADO017084,CUST02653,FEAT003,20230301,2023-03-01,2023-03-06,5,Referral,1,58.0
ADO017085,CUST02782,FEAT003,20220717,2022-07-17,2022-08-07,21,Push Notification,1,25.0
ADO017086,CUST04171,FEAT008,20220922,2022-09-22,2022-10-09,17,In-App Banner,0,5.0
ADO017087,CUST01940,FEAT003,20220901,2022-09-01,2022-09-13,12,Referral,1,47.0
ADO017088,CUST02357,FEAT006,20230731,2023-07-31,2023-08-04,4,In-App Banner,0,13.0
ADO017089,CUST00908,FEAT005,20221219,2022-12-19,2022-12-23,4,Email,0,1.0
ADO017090,CUST04809,FEAT006,20230301,2023-03-01,2023-03-09,8,Push Notification,1,
ADO017091,CUST04268,FEAT005,20230424,2023-04-24,2023-05-18,24,Organic,1,31.0
ADO017092,CUST00518,FEAT004,20230123,2023-01-23,2023-02-04,12,Push Notification,1,
ADO017093,CUST01715,FEAT008,20220218,2022-02-18,2022-02-24,6,Referral,1,49.0
ADO017094,CUST01087,FEAT004,20220614,2022-06-14,2022-06-17,3,Organic,0,31.0
ADO017095,CUST03556,FEAT004,20230720,2023-07-20,2023-08-11,22,Referral,1,9.0
ADO017096,CUST00380,FEAT005,20230423,2023-04-23,2023-04-23,0,Push Notification,1,21.0
ADO017097,CUST00784,FEAT001,20230609,2023-06-09,2023-06-13,4,Referral,1,
ADO017098,CUST02755,FEAT002,20230517,2023-05-17,2023-05-25,8,Referral,0,59.0
ADO017099,CUST01097,FEAT006,20230112,2023-01-12,2023-01-15,3,Organic,1,47.0
ADO017100,CUST00851,FEAT007,20230712,2023-07-12,2023-07-29,17,Email,1,
ADO017101,CUST00125,FEAT002,20220321,2022-03-21,2022-04-05,15,Email,1,
ADO017102,CUST00593,FEAT005,20221108,2022-11-08,2022-11-16,8,In-App Banner,1,46.0
ADO017103,CUST02801,FEAT003,20230110,2023-01-10,2023-02-07,28,In-App Banner,1,
ADO017104,CUST03879,FEAT004,20230324,2023-03-24,2023-04-16,23,Referral,1,57.0
ADO017105,CUST03181,FEAT001,20230819,2023-08-19,2023-09-12,24,In-App Banner,1,56.0
ADO017106,CUST01234,FEAT006,20221219,2022-12-19,2022-12-25,6,In-App Banner,0,
ADO017107,CUST03698,FEAT005,20220416,2022-04-16,2022-04-19,3,Referral,1,19.0
ADO017108,CUST00354,FEAT001,20220822,2022-08-22,2022-08-31,9,Email,0,20.0
ADO017109,CUST03005,FEAT008,20230507,2023-05-07,2023-05-29,22,Organic,1,11.0
ADO017110,CUST03641,FEAT002,20221215,2022-12-15,2022-12-27,12,Push Notification,0,51.0
ADO017111,CUST00388,FEAT005,20220514,2022-05-14,2022-05-19,5,Push Notification,1,
ADO017112,CUST01893,FEAT001,20230406,2023-04-06,2023-04-08,2,In-App Banner,1,38.0
ADO017113,CUST03297,FEAT004,20230130,2023-01-30,2023-02-08,9,Email,1,58.0
ADO017114,CUST01578,FEAT004,20221231,2022-12-31,2023-01-29,29,In-App Banner,1,49.0
ADO017115,CUST04910,FEAT003,20230408,2023-04-08,2023-04-28,20,In-App Banner,1,
ADO017116,CUST00537,FEAT003,20220309,2022-03-09,2022-03-11,2,In-App Banner,1,9.0
ADO017117,CUST01325,FEAT002,20230329,2023-03-29,2023-04-22,24,Push Notification,1,34.0
ADO017118,CUST00072,FEAT003,20230816,2023-08-16,2023-08-22,6,In-App Banner,1,7.0
ADO017119,CUST03455,FEAT008,20230428,2023-04-28,2023-05-11,13,Referral,1,5.0
ADO017120,CUST02103,FEAT003,20220509,2022-05-09,2022-05-10,1,In-App Banner,1,22.0
ADO017121,CUST00956,FEAT008,20220406,2022-04-06,2022-04-21,15,In-App Banner,1,56.0
ADO017122,CUST00329,FEAT001,20220321,2022-03-21,2022-03-22,1,Email,1,39.0
ADO017123,CUST00253,FEAT004,20220926,2022-09-26,2022-10-08,12,In-App Banner,1,18.0
ADO017124,CUST00294,FEAT003,20220219,2022-02-19,2022-03-17,26,Email,1,36.0
ADO017125,CUST02717,FEAT004,20220710,2022-07-10,2022-07-30,20,In-App Banner,1,46.0
ADO017126,CUST02551,FEAT007,20230823,2023-08-23,2023-09-02,10,In-App Banner,1,35.0
ADO017127,CUST04382,FEAT006,20230215,2023-02-15,2023-03-09,22,Referral,1,17.0
ADO017128,CUST00729,FEAT002,20220122,2022-01-22,2022-01-28,6,Email,1,41.0
ADO017129,CUST04492,FEAT005,20230102,2023-01-02,2023-01-08,6,Push Notification,1,28.0
ADO017130,CUST03764,FEAT005,20230627,2023-06-27,2023-07-04,7,Email,1,35.0
ADO017131,CUST01497,FEAT002,20220109,2022-01-09,2022-01-14,5,Push Notification,1,23.0
ADO017132,CUST02520,FEAT001,20221002,2022-10-02,2022-10-18,16,Referral,1,4.0
ADO017133,CUST04460,FEAT005,20220123,2022-01-23,2022-02-07,15,Push Notification,1,
ADO017134,CUST03353,FEAT005,20230323,2023-03-23,2023-04-03,11,Push Notification,1,40.0
ADO017135,CUST02555,FEAT001,20220807,2022-08-07,2022-08-25,18,Organic,1,56.0
ADO017136,CUST02888,FEAT004,20220618,2022-06-18,2022-07-05,17,Push Notification,1,31.0
ADO017137,CUST04644,FEAT007,20220413,2022-04-13,2022-04-21,8,In-App Banner,1,16.0
ADO017138,CUST01934,FEAT003,20220316,2022-03-16,2022-03-21,5,Referral,1,46.0
ADO017139,CUST01938,FEAT002,20220923,2022-09-23,2022-10-07,14,Push Notification,1,53.0
ADO017140,CUST04768,FEAT004,20220309,2022-03-09,2022-04-08,30,Email,1,53.0
ADO017141,CUST00625,FEAT007,20230220,2023-02-20,2023-02-21,1,In-App Banner,1,3.0
ADO017142,CUST03814,FEAT007,20230712,2023-07-12,2023-08-02,21,Push Notification,0,47.0
ADO017143,CUST00988,FEAT005,20230726,2023-07-26,2023-07-31,5,In-App Banner,1,45.0
ADO017144,CUST02184,FEAT004,20221005,2022-10-05,2022-10-25,20,Email,1,28.0
ADO017145,CUST04694,FEAT001,20221024,2022-10-24,2022-11-01,8,Referral,1,41.0
ADO017146,CUST03720,FEAT001,20221106,2022-11-06,2022-11-23,17,In-App Banner,1,14.0
ADO017147,CUST00659,FEAT005,20220926,2022-09-26,2022-10-01,5,In-App Banner,1,20.0
ADO017148,CUST00763,FEAT002,20220920,2022-09-20,2022-09-24,4,Referral,0,59.0
ADO017149,CUST03109,FEAT001,20220226,2022-02-26,2022-03-13,15,In-App Banner,1,2.0
ADO017150,CUST01798,FEAT008,20220727,2022-07-27,2022-08-21,25,Email,0,24.0
ADO017151,CUST00699,FEAT002,20221004,2022-10-04,2022-10-11,7,Referral,1,18.0
ADO017152,CUST01084,FEAT007,20220805,2022-08-05,2022-08-28,23,Referral,1,28.0
ADO017153,CUST02881,FEAT001,20221127,2022-11-27,2022-12-05,8,Push Notification,1,8.0
ADO017154,CUST00916,FEAT003,20220801,2022-08-01,2022-08-15,14,Push Notification,1,57.0
ADO017155,CUST01416,FEAT002,20220111,2022-01-11,2022-02-06,26,Referral,1,9.0
ADO017156,CUST00494,FEAT001,20230417,2023-04-17,2023-05-04,17,In-App Banner,1,11.0
ADO017157,CUST00217,FEAT001,20220904,2022-09-04,2022-10-01,27,In-App Banner,0,
ADO017158,CUST03280,FEAT008,20230727,2023-07-27,2023-08-08,12,Push Notification,1,8.0
ADO017159,CUST00417,FEAT006,20230506,2023-05-06,2023-05-16,10,Email,1,
ADO017160,CUST01738,FEAT002,20230731,2023-07-31,2023-08-03,3,In-App Banner,0,11.0
ADO017161,CUST04911,FEAT007,20220331,2022-03-31,2022-04-24,24,In-App Banner,1,44.0
ADO017162,CUST04770,FEAT003,20220714,2022-07-14,2022-07-31,17,Email,1,36.0
ADO017163,CUST01296,FEAT004,20230614,2023-06-14,2023-07-13,29,In-App Banner,1,20.0
ADO017164,CUST02626,FEAT006,20220114,2022-01-14,2022-01-28,14,In-App Banner,1,22.0
ADO017165,CUST01936,FEAT001,20230528,2023-05-28,2023-06-06,9,Email,1,
ADO017166,CUST02976,FEAT003,20220207,2022-02-07,2022-02-19,12,Push Notification,1,58.0
ADO017167,CUST00975,FEAT001,20221221,2022-12-21,2022-12-24,3,Push Notification,1,42.0
