metric_id,customer_id,date_id,month,features_adopted,features_active,monthly_revenue_inr,clv_inr,nps_score,support_tickets,login_frequency,churn_risk_score,cross_sell_flag
MET013632,CUST00012,20221201,2022-12-01,2,5,1109.47,12394.76,1,2,20,0.8533,0
MET013633,CUST01578,20221101,2022-11-01,4,5,417.22,2960.12,7,3,10,0.2765,1
MET013634,CUST00735,20220901,2022-09-01,6,5,1412.02,13718.96,2,2,8,0.0985,0
MET013635,CUST04205,20221201,2022-12-01,3,4,1963.28,28304.29,6,3,4,0.9151,0
MET013636,CUST00602,20230101,2023-01-01,1,0,116.55,4400.06,8,2,16,0.9298,0
MET013637,CUST03486,20221101,2022-11-01,4,2,1219.15,11733.69,2,3,14,0.4823,0
MET013638,CUST04208,20220501,2022-05-01,6,0,427.12,14642.42,4,2,19,0.0443,1
MET013639,CUST02166,20220201,2022-02-01,5,0,431.89,3147.86,8,3,13,0.4375,0
MET013640,CUST01111,20230101,2023-01-01,3,3,3664.89,31766.36,1,0,4,0.0321,1
MET013641,CUST01143,20231101,2023-11-01,4,0,252.54,3347.61,9,0,5,0.6803,1
MET013642,CUST04096,20240201,2024-02-01,3,0,753.2,46238.35,7,4,14,0.6718,0
MET013643,CUST01052,20240201,2024-02-01,5,5,2986.66,27266.66,4,0,3,0.2747,1
MET013644,CUST04111,20220301,2022-03-01,6,1,3705.21,14109.42,1,1,6,0.2245,0
MET013645,CUST04086,20220601,2022-06-01,6,4,416.99,3749.74,3,2,7,0.1869,1
MET013646,CUST03154,20220501,2022-05-01,1,1,2238.88,49031.67,6,4,18,0.1845,1
MET013647,CUST00693,20220401,2022-04-01,6,1,784.83,10513.56,7,3,16,0.5781,0
MET013648,CUST04457,20240201,2024-02-01,1,3,325.77,5862.02,9,5,25,0.8368,0
MET013649,CUST04944,20240401,2024-04-01,1,5,377.41,15076.95,8,0,28,0.0808,1
MET013650,CUST00207,20240501,2024-05-01,1,0,727.22,13966.27,3,2,20,0.9443,1
MET013651,CUST03174,20230601,2023-06-01,4,0,483.31,4523.42,5,0,22,0.7008,1
MET013652,CUST00445,20220901,2022-09-01,5,0,281.79,3922.71,10,0,18,0.9679,0
MET013653,CUST03124,20240201,2024-02-01,3,2,645.31,16243.61,2,0,4,0.5169,1
MET013654,CUST00554,20231001,2023-10-01,1,5,721.59,16829.4,1,2,24,0.0398,0
MET013655,CUST02463,20220101,2022-01-01,1,1,2163.14,22222.42,4,0,17,0.7286,0
MET013656,CUST00664,20231101,2023-11-01,3,3,1127.34,21437.96,2,0,26,0.3057,1
MET013657,CUST01053,20231101,2023-11-01,6,5,1007.91,13975.41,2,3,26,0.4476,1
MET013658,CUST00894,20230601,2023-06-01,3,3,367.56,6046.68,4,1,22,0.2588,0
MET013659,CUST03903,20221001,2022-10-01,4,2,1358.39,12249.43,7,5,25,0.5694,0
MET013660,CUST00503,20230701,2023-07-01,2,5,375.44,2850.66,3,5,9,0.5682,0
MET013661,CUST01944,20230701,2023-07-01,3,2,337.1,5965.38,6,1,3,0.3783,1
MET013662,CUST03177,20220701,2022-07-01,1,0,231.85,5312.77,3,1,15,0.672,1
MET013663,CUST03171,20220101,2022-01-01,2,5,1139.86,6410.62,1,0,12,0.7055,1
MET013664,CUST01857,20240101,2024-01-01,1,5,887.85,9440.74,8,4,2,0.4464,1
MET013665,CUST02474,20240501,2024-05-01,5,5,1063.03,18748.81,3,4,9,0.1045,0
MET013666,CUST01797,20220401,2022-04-01,4,4,1120.87,39996.1,1,2,21,0.4293,0
MET013667,CUST01450,20240101,2024-01-01,4,2,791.65,16788.16,5,3,23,0.1207,1
MET013668,CUST00475,20240101,2024-01-01,1,4,399.18,4135.87,7,3,8,0.7185,0
MET013669,CUST01773,20230301,2023-03-01,5,4,1341.2,11047.72,9,5,11,0.9116,0
MET013670,CUST00846,20230101,2023-01-01,1,5,270.24,6015.97,9,1,15,0.6622,0
MET013671,CUST01741,20221101,2022-11-01,6,0,251.41,1855.7,9,4,20,0.017,0
MET013672,CUST01119,20240601,2024-06-01,5,0,326.39,3873.06,9,3,0,0.7278,0
MET013673,CUST03300,20240101,2024-01-01,6,5,659.7,19131.8,2,3,10,0.9416,0
MET013674,CUST03958,20230301,2023-03-01,6,2,2184.45,20803.08,10,1,27,0.3049,0
MET013675,CUST03022,20221001,2022-10-01,6,2,683.34,15404.98,4,0,1,0.7874,0
MET013676,CUST02798,20221001,2022-10-01,2,3,128.2,5868.13,3,1,2,0.2207,0
MET013677,CUST00973,20221201,2022-12-01,4,0,827.3,11234.18,1,2,5,0.6431,0
MET013678,CUST04649,20230501,2023-05-01,2,0,1229.38,16737.92,1,1,15,0.4562,0
MET013679,CUST04235,20220101,2022-01-01,6,0,678.91,18464.64,10,4,6,0.3888,1
MET013680,CUST02370,20230801,2023-08-01,6,1,2827.54,39373.83,2,3,4,0.708,1
MET013681,CUST00473,20221001,2022-10-01,4,0,346.41,6202.62,2,2,27,0.831,1
MET013682,CUST02744,20230501,2023-05-01,3,2,238.04,3038.28,8,0,29,0.3385,0
MET013683,CUST04367,20220501,2022-05-01,3,1,1203.54,10547.35,10,2,15,0.4212,0
MET013684,CUST00023,20220101,2022-01-01,5,4,1854.19,27804.06,5,0,28,0.161,0
MET013685,CUST00835,20221001,2022-10-01,6,1,1342.53,13951.64,4,2,7,0.9207,0
MET013686,CUST04122,20230901,2023-09-01,5,0,123.69,2614.48,4,2,30,0.0011,0
MET013687,CUST03722,20221001,2022-10-01,4,2,1237.17,19321.26,8,5,5,0.0818,1
MET013688,CUST00862,20220601,2022-06-01,2,0,814.1,16303.68,1,3,26,0.6402,0
MET013689,CUST04377,20230401,2023-04-01,5,3,631.32,6229.94,8,4,7,0.7565,0
MET013690,CUST01621,20240401,2024-04-01,3,3,216.17,4283.43,5,4,27,0.9709,1
MET013691,CUST04928,20230701,2023-07-01,1,0,791.91,25308.24,5,1,6,0.8088,0
MET013692,CUST02369,20230101,2023-01-01,4,5,452.0,3646.29,2,4,13,0.3555,1
MET013693,CUST03363,20230801,2023-08-01,5,2,151.88,6409.37,2,4,21,0.3499,0
MET013694,CUST01771,20221101,2022-11-01,5,4,464.07,3496.23,7,2,23,0.1384,0
MET013695,CUST01533,20220901,2022-09-01,5,4,3060.28,12402.97,3,0,1,0.1928,0
MET013696,CUST01585,20220401,2022-04-01,3,2,1157.33,8987.86,7,3,26,0.8763,0
MET013697,CUST02808,20230201,2023-02-01,5,3,3373.69,26046.6,9,4,8,0.8889,1
MET013698,CUST04939,20230101,2023-01-01,1,3,3312.55,12289.4,4,2,4,0.4035,1
MET013699,CUST03418,20220401,2022-04-01,5,5,1187.16,21352.47,5,3,24,0.5687,1
MET013700,CUST02701,20230701,2023-07-01,5,1,2507.15,53475.51,4,0,0,0.9951,0
MET013701,CUST02538,20221101,2022-11-01,6,5,416.91,1657.77,10,0,30,0.4515,0
MET013702,CUST00590,20220201,2022-02-01,1,0,1081.9,19427.07,5,2,1,0.4676,1
MET013703,CUST03985,20220501,2022-05-01,3,4,272.25,3176.47,2,2,13,0.3432,1
MET013704,CUST01676,20220201,2022-02-01,6,3,887.77,20161.43,7,3,22,0.4549,0
MET013705,CUST04398,20221101,2022-11-01,2,1,333.24,6796.54,1,1,24,0.0293,0
MET013706,CUST03082,20220101,2022-01-01,5,3,357.41,7072.35,7,3,5,0.8893,0
MET013707,CUST03642,20230201,2023-02-01,2,1,410.95,6778.53,7,4,7,0.6581,0
MET013708,CUST04412,20220501,2022-05-01,3,1,1188.8,6873.66,1,4,1,0.8307,0
MET013709,CUST04232,20240601,2024-06-01,1,1,266.3,2480.01,5,2,7,0.5954,0
MET013710,CUST01980,20231101,2023-11-01,1,2,255.1,6979.25,3,3,19,0.1569,1
MET013711,CUST00259,20240301,2024-03-01,6,5,346.67,6126.88,5,2,29,0.6194,1
MET013712,CUST04360,20220101,2022-01-01,6,5,612.06,20899.52,2,0,22,0.1947,1
MET013713,CUST04198,20220101,2022-01-01,4,5,2963.55,48724.69,2,4,6,0.7097,0
MET013714,CUST01305,20230301,2023-03-01,2,2,123.64,1823.94,6,3,6,0.9792,1
MET013715,CUST03764,20221001,2022-10-01,5,5,3501.29,25732.91,6,3,27,0.0824,1
MET013716,CUST01346,20231001,2023-10-01,5,4,168.07,2617.29,3,2,11,0.9513,0
MET013717,CUST01355,20230701,2023-07-01,6,2,3209.35,13703.8,4,5,19,0.6448,0
MET013718,CUST01889,20230301,2023-03-01,6,5,142.85,6439.08,10,2,19,0.0581,1
MET013719,CUST00909,20220201,2022-02-01,5,3,262.55,2729.38,8,1,13,0.6667,0
MET013720,CUST03518,20220501,2022-05-01,2,5,3077.52,36401.43,2,0,20,0.624,0
MET013721,CUST03433,20231001,2023-10-01,2,3,397.53,1738.15,1,4,0,0.396,1
MET013722,CUST04029,20220101,2022-01-01,6,3,2589.35,43728.02,9,1,22,0.0152,0
MET013723,CUST04538,20231101,2023-11-01,3,2,490.49,16102.83,7,3,5,0.3093,1
MET013724,CUST00571,20240501,2024-05-01,1,4,3314.78,14991.9,1,0,24,0.6263,0
MET013725,CUST00173,20230501,2023-05-01,2,2,242.02,2637.92,1,0,7,0.2926,0
MET013726,CUST04591,20240401,2024-04-01,6,0,1319.38,12274.97,7,5,8,0.8334,0
MET013727,CUST00669,20220701,2022-07-01,2,2,467.74,5641.48,8,0,0,0.4753,0
MET013728,CUST03267,20230701,2023-07-01,6,3,1436.78,19170.61,4,3,11,0.4541,0
MET013729,CUST03163,20230401,2023-04-01,6,2,340.74,7086.06,5,2,25,0.3074,1
MET013730,CUST01756,20221001,2022-10-01,5,3,195.06,4171.11,4,2,6,0.1034,0
MET013731,CUST04891,20220901,2022-09-01,1,0,1491.98,12116.58,2,5,26,0.8546,0
MET013732,CUST00262,20240201,2024-02-01,2,1,1350.72,13760.1,8,4,13,0.4452,0
MET013733,CUST00034,20230701,2023-07-01,2,2,754.81,17567.13,10,1,26,0.8544,0
MET013734,CUST04978,20221001,2022-10-01,3,5,1166.6,19503.91,5,0,3,0.2794,1
MET013735,CUST03438,20240201,2024-02-01,4,5,303.09,3200.18,5,3,22,0.8391,0
MET013736,CUST03386,20240601,2024-06-01,2,0,288.16,1741.45,7,5,13,0.1668,0
MET013737,CUST02242,20230901,2023-09-01,3,5,2684.86,30581.97,7,1,1,0.4432,0
MET013738,CUST02596,20220601,2022-06-01,2,2,2468.84,30847.41,3,3,1,0.7206,0
MET013739,CUST00364,20220401,2022-04-01,2,3,854.99,17923.65,3,3,9,0.7002,1
MET013740,CUST00520,20220301,2022-03-01,2,4,756.33,20079.91,4,3,14,0.7645,0
MET013741,CUST03566,20240501,2024-05-01,6,3,1074.53,5342.73,8,3,6,0.1792,0
MET013742,CUST03521,20221101,2022-11-01,6,1,127.4,6292.27,8,5,5,0.356,0
MET013743,CUST04025,20220201,2022-02-01,1,1,696.05,15844.97,9,5,22,0.5734,0
MET013744,CUST02152,20231201,2023-12-01,6,2,437.08,2681.92,7,4,3,0.2259,1
MET013745,CUST04752,20230301,2023-03-01,1,0,131.4,4296.82,7,1,21,0.6518,0
MET013746,CUST01581,20220901,2022-09-01,2,0,1752.88,34016.34,3,0,5,0.0067,0
MET013747,CUST04962,20231101,2023-11-01,1,3,524.56,13680.24,2,5,9,0.8947,0
MET013748,CUST03612,20230201,2023-02-01,3,3,2557.57,21412.24,4,0,2,0.2229,1
MET013749,CUST02930,20230501,2023-05-01,3,1,303.66,4211.92,8,0,2,0.4686,0
MET013750,CUST04599,20230701,2023-07-01,2,2,155.63,6747.56,1,1,27,0.0444,1
MET013751,CUST03514,20220701,2022-07-01,3,1,1245.82,17494.3,3,2,16,0.5095,0
MET013752,CUST03696,20220701,2022-07-01,4,4,1140.66,7362.05,9,4,23,0.6497,1
MET013753,CUST04427,20240601,2024-06-01,6,1,159.84,5614.59,3,0,29,0.7511,0
MET013754,CUST03194,20230801,2023-08-01,5,4,474.79,5269.76,8,4,16,0.7367,1
MET013755,CUST03441,20240501,2024-05-01,4,0,208.68,2228.72,5,0,17,0.2506,0
MET013756,CUST02028,20240601,2024-06-01,2,1,962.41,37178.33,4,4,4,0.7816,1
MET013757,CUST02643,20220301,2022-03-01,2,5,310.06,4503.16,1,2,2,0.2862,1
MET013758,CUST00956,20231101,2023-11-01,5,2,714.08,13607.29,2,2,1,0.2676,1
MET013759,CUST02653,20220401,2022-04-01,6,2,379.55,5558.36,3,5,27,0.5336,0
MET013760,CUST02062,20240401,2024-04-01,1,1,451.59,5230.6,3,4,11,0.43,0
MET013761,CUST02337,20230901,2023-09-01,4,1,397.01,4599.59,8,0,16,0.6234,0
MET013762,CUST02662,20221201,2022-12-01,2,0,879.49,20789.24,10,1,14,0.4001,0
MET013763,CUST04996,20230201,2023-02-01,1,5,1091.93,36187.15,6,5,1,0.3203,0
MET013764,CUST03171,20220101,2022-01-01,3,4,835.66,9383.45,10,4,20,0.0587,1
MET013765,CUST00663,20221001,2022-10-01,1,2,1138.42,8918.85,5,1,17,0.1056,1
MET013766,CUST04100,20230101,2023-01-01,5,2,369.87,5866.96,8,3,21,0.2977,0
MET013767,CUST01972,20240301,2024-03-01,3,3,1404.68,10536.51,2,3,9,0.2922,1
MET013768,CUST01008,20220901,2022-09-01,4,5,459.25,4596.26,4,5,11,0.1169,0
MET013769,CUST02607,20220601,2022-06-01,5,2,391.49,6463.88,4,4,11,0.903,0
MET013770,CUST04828,20230801,2023-08-01,1,5,865.21,6613.23,5,2,14,0.1182,1
MET013771,CUST03454,20240501,2024-05-01,1,4,394.91,2716.92,1,4,18,0.2649,0
MET013772,CUST00122,20220301,2022-03-01,2,4,2600.94,42814.74,3,3,14,0.7328,1
MET013773,CUST01853,20240601,2024-06-01,4,3,2481.65,45348.02,7,3,20,0.5244,0
MET013774,CUST01690,20240301,2024-03-01,4,3,136.63,3258.11,2,3,14,0.6039,0
MET013775,CUST00797,20230101,2023-01-01,6,5,101.29,5940.94,8,5,20,0.2126,1
MET013776,CUST03921,20220801,2022-08-01,2,2,801.25,14320.05,7,4,30,0.8852,0
MET013777,CUST00960,20230201,2023-02-01,3,2,360.76,7117.61,1,2,21,0.1164,0
MET013778,CUST02360,20231001,2023-10-01,5,4,3470.47,12055.47,9,3,25,0.3697,0
MET013779,CUST02872,20230201,2023-02-01,6,3,428.17,3100.46,3,1,6,0.374,1
MET013780,CUST02740,20240401,2024-04-01,1,3,426.5,2598.99,8,5,12,0.0251,1
MET013781,CUST00766,20220801,2022-08-01,1,2,823.74,19207.02,8,5,6,0.0352,1
MET013782,CUST02349,20240201,2024-02-01,5,2,1203.98,17007.3,10,3,13,0.9652,1
MET013783,CUST01708,20240401,2024-04-01,2,0,1209.86,6501.85,1,0,23,0.2476,1
MET013784,CUST00751,20230701,2023-07-01,6,3,439.64,5964.33,3,4,19,0.3289,0
MET013785,CUST04051,20230901,2023-09-01,2,2,1470.51,16450.25,7,2,20,0.0444,1
MET013786,CUST03457,20230901,2023-09-01,2,1,551.03,9584.49,3,5,7,0.5528,1
MET013787,CUST03518,20220901,2022-09-01,6,1,2319.0,33154.36,2,3,2,0.6292,0
MET013788,CUST00993,20230301,2023-03-01,1,3,265.69,3404.46,5,2,23,0.2202,1
MET013789,CUST04033,20230601,2023-06-01,2,3,482.26,6865.36,9,5,5,0.136,0
MET013790,CUST02214,20220801,2022-08-01,2,1,679.32,17200.68,7,4,9,0.1928,0
MET013791,CUST03175,20231201,2023-12-01,5,3,1123.43,15055.7,2,1,18,0.9585,0
MET013792,CUST03933,20240601,2024-06-01,1,4,371.38,4947.94,6,1,16,0.0316,1
MET013793,CUST04985,20230301,2023-03-01,3,1,3187.69,18834.75,1,0,9,0.5029,0
MET013794,CUST04760,20220501,2022-05-01,3,5,1207.13,17303.08,10,2,2,0.264,0
MET013795,CUST03963,20220801,2022-08-01,2,0,200.04,5231.2,7,4,27,0.3863,1
MET013796,CUST01721,20240301,2024-03-01,3,4,325.21,10830.02,8,0,26,0.7491,0
MET013797,CUST03967,20220601,2022-06-01,6,1,1060.78,8231.08,4,1,3,0.8913,0
MET013798,CUST00512,20221201,2022-12-01,4,4,2391.2,22556.25,8,4,4,0.1112,1
MET013799,CUST01135,20240601,2024-06-01,6,0,241.16,3596.34,2,2,7,0.3436,0
MET013800,CUST03036,20240601,2024-06-01,4,5,477.84,4945.5,9,4,20,0.3349,0
MET013801,CUST01357,20220101,2022-01-01,4,5,1026.52,10585.48,5,3,13,0.3179,0
MET013802,CUST04056,20230401,2023-04-01,1,5,3523.93,16443.95,10,0,6,0.9234,0
MET013803,CUST02044,20230701,2023-07-01,2,5,237.51,3816.96,2,4,11,0.6172,0
MET013804,CUST01045,20240601,2024-06-01,3,1,841.89,5081.89,8,0,5,0.0968,1
MET013805,CUST00952,20240101,2024-01-01,2,3,220.47,2735.0,8,4,20,0.9626,0
MET013806,CUST00144,20240201,2024-02-01,2,0,604.14,10093.14,5,0,16,0.4002,1
MET013807,CUST04698,20221001,2022-10-01,3,0,624.81,20248.38,1,3,13,0.9643,0
MET013808,CUST01636,20220301,2022-03-01,6,0,305.02,3442.76,8,5,4,0.3254,0
MET013809,CUST04100,20231201,2023-12-01,1,3,333.13,2400.86,3,5,20,0.6291,0
MET013810,CUST03043,20240501,2024-05-01,5,5,402.27,2634.99,7,0,17,0.1196,0
MET013811,CUST03184,20221201,2022-12-01,6,2,2498.7,22198.18,1,5,18,0.0354,0
MET013812,CUST04359,20230801,2023-08-01,3,1,1663.3,22144.6,3,2,23,0.7954,1
MET013813,CUST00947,20240601,2024-06-01,6,4,322.25,2337.18,5,3,11,0.0478,0
MET013814,CUST00096,20230201,2023-02-01,1,1,177.12,2538.05,9,2,21,0.5011,1
MET013815,CUST00662,20220901,2022-09-01,6,3,229.38,4675.36,7,0,9,0.4534,0
MET013816,CUST04319,20230301,2023-03-01,5,2,974.72,5437.0,3,1,4,0.41,1
MET013817,CUST03608,20230301,2023-03-01,1,2,259.45,2433.16,1,2,17,0.1954,0
MET013818,CUST01003,20220301,2022-03-01,6,3,3266.31,31556.99,10,1,10,0.8644,0
MET013819,CUST04826,20220701,2022-07-01,1,3,313.08,20167.02,6,4,5,0.5457,0
MET013820,CUST00234,20220901,2022-09-01,3,3,186.16,4595.81,10,0,16,0.5646,1
MET013821,CUST03021,20220801,2022-08-01,1,5,280.43,3754.19,1,3,17,0.2524,0
MET013822,CUST02046,20220701,2022-07-01,4,2,160.23,6659.26,1,0,27,0.2484,0
MET013823,CUST01027,20220901,2022-09-01,2,1,2147.0,15957.88,4,0,10,0.8653,1
MET013824,CUST02084,20220301,2022-03-01,4,1,443.42,5226.22,1,5,18,0.2457,1
MET013825,CUST02493,20230601,2023-06-01,3,1,224.17,4680.55,10,0,26,0.6591,1
MET013826,CUST02560,20240101,2024-01-01,2,1,1472.43,7095.81,6,2,21,0.3558,1
MET013827,CUST02088,20230101,2023-01-01,3,4,1252.85,6241.31,4,0,5,0.8928,0
MET013828,CUST00503,20220201,2022-02-01,6,2,147.73,4068.36,5,4,9,0.2577,1
MET013829,CUST00865,20221201,2022-12-01,5,0,1022.97,20143.33,6,1,14,0.71,0
MET013830,CUST04700,20230201,2023-02-01,2,2,827.48,14889.22,10,3,24,0.0193,0
MET013831,CUST04363,20231201,2023-12-01,1,5,470.69,5772.63,5,4,9,0.304,1
MET013832,CUST01191,20230201,2023-02-01,2,5,906.22,18417.99,10,4,17,0.4359,0
MET013833,CUST01323,20231001,2023-10-01,4,3,1379.49,17005.63,10,1,20,0.1195,1
MET013834,CUST03485,20240301,2024-03-01,4,1,499.67,20309.19,2,3,29,0.0554,0
MET013835,CUST02052,20230801,2023-08-01,3,1,1183.77,17805.07,8,0,4,0.128,0
MET013836,CUST04100,20220601,2022-06-01,2,0,282.46,2591.03,3,3,20,0.5576,0
MET013837,CUST02415,20220301,2022-03-01,6,4,245.93,7169.29,1,3,4,0.6541,0
MET013838,CUST03699,20230101,2023-01-01,1,4,483.31,4036.51,2,4,18,0.5186,0
MET013839,CUST02967,20220401,2022-04-01,2,0,208.55,1812.22,6,0,14,0.3928,1
MET013840,CUST01545,20230401,2023-04-01,2,4,290.99,3498.7,10,3,4,0.5598,0
MET013841,CUST00373,20220701,2022-07-01,1,0,454.35,3187.33,2,2,22,0.1817,0
MET013842,CUST00494,20220901,2022-09-01,1,5,415.25,4797.08,5,0,14,0.1744,1
MET013843,CUST03007,20240201,2024-02-01,3,5,617.96,15496.26,7,2,10,0.5734,0
MET013844,CUST04977,20230401,2023-04-01,1,2,399.54,5124.63,2,0,0,0.4289,1
MET013845,CUST04245,20231201,2023-12-01,1,3,223.85,6752.75,1,1,9,0.0308,0
MET013846,CUST01932,20220601,2022-06-01,4,0,171.82,2564.66,9,0,21,0.3699,1
MET013847,CUST01837,20220201,2022-02-01,2,0,218.14,5588.8,9,1,18,0.0356,0
MET013848,CUST01162,20231101,2023-11-01,5,1,182.41,5095.71,8,1,12,0.4364,0
MET013849,CUST03261,20230901,2023-09-01,1,2,467.66,3083.18,8,0,20,0.6628,1
MET013850,CUST00351,20220601,2022-06-01,1,3,1434.77,6603.63,9,5,7,0.7146,0
MET013851,CUST03957,20220801,2022-08-01,2,4,901.52,5486.59,6,2,1,0.8557,0
MET013852,CUST04960,20230901,2023-09-01,3,4,473.35,3756.65,4,4,21,0.5544,0
MET013853,CUST02573,20231001,2023-10-01,2,5,414.73,4805.1,3,0,13,0.9132,0
MET013854,CUST04327,20220401,2022-04-01,4,2,1390.24,9294.48,9,1,19,0.6312,0
MET013855,CUST04234,20221201,2022-12-01,6,1,192.74,3554.4,8,1,7,0.5531,1
MET013856,CUST01619,20231201,2023-12-01,3,1,519.55,12041.77,5,3,1,0.4271,1
MET013857,CUST01214,20220101,2022-01-01,1,5,355.23,4643.34,1,2,27,0.8534,0
MET013858,CUST03828,20240501,2024-05-01,2,5,179.86,3149.11,4,4,11,0.2331,1
MET013859,CUST03126,20230901,2023-09-01,2,2,461.56,5522.86,4,5,6,0.2734,0
MET013860,CUST02178,20240301,2024-03-01,4,3,850.98,9937.74,3,5,1,0.9855,0
MET013861,CUST04582,20230601,2023-06-01,5,0,1036.0,12295.62,10,4,6,0.116,1
MET013862,CUST03167,20230701,2023-07-01,3,4,397.92,3536.86,5,4,25,0.3442,0
MET013863,CUST02074,20230501,2023-05-01,4,2,422.93,3686.17,4,3,19,0.4272,1
MET013864,CUST04468,20230801,2023-08-01,5,5,2370.47,36964.86,3,4,21,0.9783,0
MET013865,CUST02526,20230601,2023-06-01,1,3,607.05,10496.52,9,0,22,0.4232,0
MET013866,CUST03210,20220501,2022-05-01,1,4,310.03,2516.09,4,3,7,0.9611,0
MET013867,CUST04734,20230901,2023-09-01,4,4,828.67,12909.37,2,1,0,0.6235,1
MET013868,CUST01128,20231101,2023-11-01,1,3,415.01,3180.64,8,4,1,0.8695,1
MET013869,CUST02216,20240401,2024-04-01,4,3,1477.55,5881.67,8,3,5,0.7665,1
MET013870,CUST04702,20221201,2022-12-01,3,0,353.44,6233.41,9,2,1,0.8519,0
MET013871,CUST03232,20231201,2023-12-01,1,1,487.7,6300.55,10,1,16,0.8395,0
MET013872,CUST03769,20240601,2024-06-01,3,1,273.71,2263.52,8,5,3,0.0216,0
MET013873,CUST02227,20240501,2024-05-01,1,3,973.24,52436.05,2,3,8,0.165,0
MET013874,CUST00887,20220301,2022-03-01,1,2,1426.65,18358.96,3,2,1,0.4995,1
MET013875,CUST03429,20230801,2023-08-01,2,1,253.79,4024.71,4,2,20,0.4193,0
MET013876,CUST04993,20220701,2022-07-01,3,0,204.08,5937.23,10,1,9,0.7411,0
MET013877,CUST02025,20240601,2024-06-01,3,0,1338.03,11718.83,3,4,19,0.5777,0
MET013878,CUST02332,20220101,2022-01-01,1,3,3029.2,16578.22,8,4,7,0.2788,1
MET013879,CUST00651,20231001,2023-10-01,3,5,733.79,10348.05,6,1,17,0.3474,1
MET013880,CUST03310,20240601,2024-06-01,5,3,797.39,7833.81,3,1,17,0.9445,1
MET013881,CUST03378,20230201,2023-02-01,6,1,191.41,4384.48,6,1,29,0.0757,0
MET013882,CUST03828,20230701,2023-07-01,6,1,460.35,4237.64,1,5,27,0.6465,1
MET013883,CUST04867,20231001,2023-10-01,3,5,421.0,2267.83,9,3,15,0.9019,1
MET013884,CUST04277,20220201,2022-02-01,6,3,456.2,1721.79,2,2,7,0.6458,0
MET013885,CUST00895,20230701,2023-07-01,3,5,125.25,1664.34,3,2,16,0.3916,1
MET013886,CUST01597,20240601,2024-06-01,4,1,398.16,1849.01,3,3,18,0.6346,0
MET013887,CUST04244,20230401,2023-04-01,5,2,822.89,9269.08,5,3,28,0.0712,0
MET013888,CUST03219,20220601,2022-06-01,5,3,437.63,3553.16,7,5,10,0.2187,0
MET013889,CUST02920,20231001,2023-10-01,4,5,307.57,5064.29,5,4,30,0.8065,0
MET013890,CUST03698,20231001,2023-10-01,1,4,1369.81,9833.36,10,4,7,0.1859,0
MET013891,CUST03853,20220101,2022-01-01,2,4,411.36,5605.66,1,4,27,0.5542,1
MET013892,CUST04052,20220301,2022-03-01,6,2,1234.08,13851.35,4,0,28,0.7561,0
MET013893,CUST02136,20220901,2022-09-01,5,5,1214.8,16712.99,8,5,20,0.9088,0
MET013894,CUST02580,20231201,2023-12-01,2,4,1253.01,11848.69,8,5,4,0.6652,0
MET013895,CUST01015,20220601,2022-06-01,6,4,358.56,6011.57,6,0,28,0.3541,1
MET013896,CUST02701,20231201,2023-12-01,3,5,1533.41,20037.98,5,0,21,0.8112,0
MET013897,CUST01778,20240401,2024-04-01,4,3,334.85,2080.28,3,0,22,0.5333,0
MET013898,CUST02117,20240601,2024-06-01,2,0,1038.09,7389.06,2,0,29,0.8259,1
MET013899,CUST01660,20231101,2023-11-01,2,0,167.45,6123.54,4,2,3,0.8367,0
MET013900,CUST02043,20220101,2022-01-01,4,4,1001.4,8649.82,9,0,16,0.6879,0
MET013901,CUST03703,20240601,2024-06-01,5,0,423.92,4314.79,8,2,17,0.7,0
MET013902,CUST04184,20221001,2022-10-01,4,1,1085.06,11096.59,1,1,0,0.7387,1
MET013903,CUST02536,20230601,2023-06-01,3,4,835.66,14214.22,5,1,14,0.8497,1
MET013904,CUST02589,20221101,2022-11-01,2,3,837.35,11277.4,4,3,23,0.2854,0
MET013905,CUST00743,20231001,2023-10-01,3,0,807.96,7390.3,5,0,10,0.1334,0
MET013906,CUST00894,20221001,2022-10-01,6,5,247.48,1623.32,10,5,28,0.0674,1
MET013907,CUST00781,20230301,2023-03-01,4,4,1014.09,14748.19,10,1,26,0.6843,1
MET013908,CUST01375,20240201,2024-02-01,1,3,293.02,1964.27,8,2,6,0.188,0
MET013909,CUST03298,20220501,2022-05-01,2,1,1224.09,11263.63,7,5,14,0.4323,0
MET013910,CUST00462,20231201,2023-12-01,5,4,459.32,5828.54,6,5,20,0.418,1
MET013911,CUST04030,20220101,2022-01-01,4,4,341.68,6910.06,9,4,13,0.695,1
MET013912,CUST02788,20221001,2022-10-01,6,3,1445.64,42446.48,8,1,7,0.6321,0
MET013913,CUST01418,20220301,2022-03-01,2,2,3671.99,50347.43,4,4,6,0.0901,1
MET013914,CUST01539,20220601,2022-06-01,1,3,455.71,5917.97,4,5,16,0.71,0
MET013915,CUST00153,20220201,2022-02-01,5,5,3689.31,14823.1,10,2,11,0.9734,0
MET013916,CUST03694,20230201,2023-02-01,2,4,403.26,4391.17,5,0,3,0.1223,1
MET013917,CUST01100,20240501,2024-05-01,5,1,2115.03,20895.88,7,3,23,0.4376,1
MET013918,CUST00673,20220401,2022-04-01,3,1,340.3,4906.23,6,2,18,0.2313,1
MET013919,CUST00658,20240301,2024-03-01,5,1,1095.95,27108.1,6,4,5,0.6636,0
